KOMK;BYST;ALDER;KØN;TID;INDHOLD
Frederiksberg;Landdistrikter;45 år;Kvinder;2023;0
Frederiksberg;Landdistrikter;50 år;Mænd;2023;0
Frederiksberg;Landdistrikter;50 år;Kvinder;2023;0
Frederiksberg;Landdistrikter;55 år;Mænd;2023;0
Frederiksberg;Landdistrikter;55 år;Kvinder;2023;0
Frederiksberg;Landdistrikter;60 år;Mænd;2023;0
Frederiksberg;Landdistrikter;60 år;Kvinder;2023;0
Frederiksberg;Uden fast bopæl;20 år;Mænd;2023;0
Frederiksberg;Uden fast bopæl;20 år;Kvinder;2023;0
Frederiksberg;Uden fast bopæl;25 år;Mænd;2023;0
Frederiksberg;Uden fast bopæl;25 år;Kvinder;2023;0
Frederiksberg;Uden fast bopæl;30 år;Mænd;2023;0
Frederiksberg;Uden fast bopæl;30 år;Kvinder;2023;0
Frederiksberg;Uden fast bopæl;35 år;Mænd;2023;0
Frederiksberg;Uden fast bopæl;35 år;Kvinder;2023;0
Frederiksberg;Uden fast bopæl;40 år;Mænd;2023;0
Frederiksberg;Uden fast bopæl;40 år;Kvinder;2023;0
Frederiksberg;Uden fast bopæl;45 år;Mænd;2023;0
Frederiksberg;Uden fast bopæl;45 år;Kvinder;2023;0
Frederiksberg;Uden fast bopæl;50 år;Mænd;2023;0
Frederiksberg;Uden fast bopæl;50 år;Kvinder;2023;0
Frederiksberg;Uden fast bopæl;55 år;Mænd;2023;0
Frederiksberg;Uden fast bopæl;55 år;Kvinder;2023;0
Frederiksberg;Uden fast bopæl;60 år;Mænd;2023;0
Frederiksberg;Uden fast bopæl;60 år;Kvinder;2023;0
Dragør;Hovedstadsområdet;20 år;Mænd;2023;0
Dragør;Hovedstadsområdet;20 år;Kvinder;2023;0
Dragør;Hovedstadsområdet;25 år;Mænd;2023;0
Dragør;Hovedstadsområdet;25 år;Kvinder;2023;0
Dragør;Hovedstadsområdet;30 år;Mænd;2023;0
Dragør;Hovedstadsområdet;30 år;Kvinder;2023;0
Dragør;Hovedstadsområdet;35 år;Mænd;2023;0
Dragør;Hovedstadsområdet;35 år;Kvinder;2023;0
Dragør;Hovedstadsområdet;40 år;Mænd;2023;0
Dragør;Hovedstadsområdet;40 år;Kvinder;2023;0
Dragør;Hovedstadsområdet;45 år;Mænd;2023;0
Dragør;Hovedstadsområdet;45 år;Kvinder;2023;0
Dragør;Hovedstadsområdet;50 år;Mænd;2023;0
Dragør;Hovedstadsområdet;50 år;Kvinder;2023;0
Dragør;Hovedstadsområdet;55 år;Mænd;2023;0
Dragør;Hovedstadsområdet;55 år;Kvinder;2023;0
Dragør;Hovedstadsområdet;60 år;Mænd;2023;0
Dragør;Hovedstadsområdet;60 år;Kvinder;2023;0
Dragør;100.000 indbyggere og derover;20 år;Mænd;2023;0
Dragør;100.000 indbyggere og derover;20 år;Kvinder;2023;0
Dragør;100.000 indbyggere og derover;25 år;Mænd;2023;0
Dragør;100.000 indbyggere og derover;25 år;Kvinder;2023;0
Dragør;100.000 indbyggere og derover;30 år;Mænd;2023;0
Dragør;100.000 indbyggere og derover;30 år;Kvinder;2023;0
Dragør;100.000 indbyggere og derover;35 år;Mænd;2023;0
Dragør;100.000 indbyggere og derover;35 år;Kvinder;2023;0
Dragør;100.000 indbyggere og derover;40 år;Mænd;2023;0
Dragør;100.000 indbyggere og derover;40 år;Kvinder;2023;0
Dragør;100.000 indbyggere og derover;45 år;Mænd;2023;0
Dragør;100.000 indbyggere og derover;45 år;Kvinder;2023;0
Dragør;100.000 indbyggere og derover;50 år;Mænd;2023;0
Dragør;100.000 indbyggere og derover;50 år;Kvinder;2023;0
Dragør;100.000 indbyggere og derover;55 år;Mænd;2023;0
Dragør;100.000 indbyggere og derover;55 år;Kvinder;2023;0
Dragør;100.000 indbyggere og derover;60 år;Mænd;2023;0
Dragør;100.000 indbyggere og derover;60 år;Kvinder;2023;0
Dragør;50.000-99.999 indbyggere;20 år;Mænd;2023;0
Dragør;50.000-99.999 indbyggere;20 år;Kvinder;2023;0
Dragør;50.000-99.999 indbyggere;25 år;Mænd;2023;0
Dragør;50.000-99.999 indbyggere;25 år;Kvinder;2023;0
Dragør;50.000-99.999 indbyggere;30 år;Mænd;2023;0
Dragør;50.000-99.999 indbyggere;30 år;Kvinder;2023;0
Dragør;50.000-99.999 indbyggere;35 år;Mænd;2023;0
Dragør;50.000-99.999 indbyggere;35 år;Kvinder;2023;0
Dragør;50.000-99.999 indbyggere;40 år;Mænd;2023;0
Dragør;50.000-99.999 indbyggere;40 år;Kvinder;2023;0
Dragør;50.000-99.999 indbyggere;45 år;Mænd;2023;0
Dragør;50.000-99.999 indbyggere;45 år;Kvinder;2023;0
Dragør;50.000-99.999 indbyggere;50 år;Mænd;2023;0
Dragør;50.000-99.999 indbyggere;50 år;Kvinder;2023;0
Dragør;50.000-99.999 indbyggere;55 år;Mænd;2023;0
Dragør;50.000-99.999 indbyggere;55 år;Kvinder;2023;0
Dragør;50.000-99.999 indbyggere;60 år;Mænd;2023;0
Dragør;50.000-99.999 indbyggere;60 år;Kvinder;2023;0
Dragør;20.000-49.999 indbyggere;20 år;Mænd;2023;0
Dragør;20.000-49.999 indbyggere;20 år;Kvinder;2023;0
Dragør;20.000-49.999 indbyggere;25 år;Mænd;2023;0
Dragør;20.000-49.999 indbyggere;25 år;Kvinder;2023;0
Dragør;20.000-49.999 indbyggere;30 år;Mænd;2023;0
Dragør;20.000-49.999 indbyggere;30 år;Kvinder;2023;0
Dragør;20.000-49.999 indbyggere;35 år;Mænd;2023;0
Dragør;20.000-49.999 indbyggere;35 år;Kvinder;2023;0
Dragør;20.000-49.999 indbyggere;40 år;Mænd;2023;0
Dragør;20.000-49.999 indbyggere;40 år;Kvinder;2023;0
Dragør;20.000-49.999 indbyggere;45 år;Mænd;2023;0
Dragør;20.000-49.999 indbyggere;45 år;Kvinder;2023;0
Dragør;20.000-49.999 indbyggere;50 år;Mænd;2023;0
Dragør;20.000-49.999 indbyggere;50 år;Kvinder;2023;0
Dragør;20.000-49.999 indbyggere;55 år;Mænd;2023;0
Dragør;20.000-49.999 indbyggere;55 år;Kvinder;2023;0
Dragør;20.000-49.999 indbyggere;60 år;Mænd;2023;0
Dragør;20.000-49.999 indbyggere;60 år;Kvinder;2023;0
Dragør;10.000-19.999 indbyggere;20 år;Mænd;2023;50
Dragør;10.000-19.999 indbyggere;20 år;Kvinder;2023;65
Dragør;10.000-19.999 indbyggere;25 år;Mænd;2023;20
Dragør;10.000-19.999 indbyggere;25 år;Kvinder;2023;10
Dragør;10.000-19.999 indbyggere;30 år;Mænd;2023;34
Dragør;10.000-19.999 indbyggere;30 år;Kvinder;2023;38
Dragør;10.000-19.999 indbyggere;35 år;Mænd;2023;48
Dragør;10.000-19.999 indbyggere;35 år;Kvinder;2023;69
Dragør;10.000-19.999 indbyggere;40 år;Mænd;2023;60
Dragør;10.000-19.999 indbyggere;40 år;Kvinder;2023;83
Dragør;10.000-19.999 indbyggere;45 år;Mænd;2023;98
Dragør;10.000-19.999 indbyggere;45 år;Kvinder;2023;101
Dragør;10.000-19.999 indbyggere;50 år;Mænd;2023;88
Dragør;10.000-19.999 indbyggere;50 år;Kvinder;2023;95
Dragør;10.000-19.999 indbyggere;55 år;Mænd;2023;82
Dragør;10.000-19.999 indbyggere;55 år;Kvinder;2023;115
Dragør;10.000-19.999 indbyggere;60 år;Mænd;2023;70
Dragør;10.000-19.999 indbyggere;60 år;Kvinder;2023;75
Dragør;5.000-9.999 indbyggere;20 år;Mænd;2023;0
Dragør;5.000-9.999 indbyggere;20 år;Kvinder;2023;0
Dragør;5.000-9.999 indbyggere;25 år;Mænd;2023;0
Dragør;5.000-9.999 indbyggere;25 år;Kvinder;2023;0
Dragør;5.000-9.999 indbyggere;30 år;Mænd;2023;0
Dragør;5.000-9.999 indbyggere;30 år;Kvinder;2023;0
Dragør;5.000-9.999 indbyggere;35 år;Mænd;2023;0
Dragør;5.000-9.999 indbyggere;35 år;Kvinder;2023;0
Dragør;5.000-9.999 indbyggere;40 år;Mænd;2023;0
Dragør;5.000-9.999 indbyggere;40 år;Kvinder;2023;0
Dragør;5.000-9.999 indbyggere;45 år;Mænd;2023;0
Dragør;5.000-9.999 indbyggere;45 år;Kvinder;2023;0
Dragør;5.000-9.999 indbyggere;50 år;Mænd;2023;0
Dragør;5.000-9.999 indbyggere;50 år;Kvinder;2023;0
Dragør;5.000-9.999 indbyggere;55 år;Mænd;2023;0
Dragør;5.000-9.999 indbyggere;55 år;Kvinder;2023;0
Dragør;5.000-9.999 indbyggere;60 år;Mænd;2023;0
Dragør;5.000-9.999 indbyggere;60 år;Kvinder;2023;0
Dragør;2.000-4.999 indbyggere;20 år;Mænd;2023;0
Dragør;2.000-4.999 indbyggere;20 år;Kvinder;2023;0
Dragør;2.000-4.999 indbyggere;25 år;Mænd;2023;0
Dragør;2.000-4.999 indbyggere;25 år;Kvinder;2023;0
Dragør;2.000-4.999 indbyggere;30 år;Mænd;2023;0
Dragør;2.000-4.999 indbyggere;30 år;Kvinder;2023;0
Dragør;2.000-4.999 indbyggere;35 år;Mænd;2023;0
Dragør;2.000-4.999 indbyggere;35 år;Kvinder;2023;0
Dragør;2.000-4.999 indbyggere;40 år;Mænd;2023;0
Dragør;2.000-4.999 indbyggere;40 år;Kvinder;2023;0
Dragør;2.000-4.999 indbyggere;45 år;Mænd;2023;0
Dragør;2.000-4.999 indbyggere;45 år;Kvinder;2023;0
Dragør;2.000-4.999 indbyggere;50 år;Mænd;2023;0
Dragør;2.000-4.999 indbyggere;50 år;Kvinder;2023;0
Dragør;2.000-4.999 indbyggere;55 år;Mænd;2023;0
Dragør;2.000-4.999 indbyggere;55 år;Kvinder;2023;0
Dragør;2.000-4.999 indbyggere;60 år;Mænd;2023;0
Dragør;2.000-4.999 indbyggere;60 år;Kvinder;2023;0
Dragør;1.000-1.999 indbyggere;20 år;Mænd;2023;5
Dragør;1.000-1.999 indbyggere;20 år;Kvinder;2023;10
Dragør;1.000-1.999 indbyggere;25 år;Mænd;2023;2
Dragør;1.000-1.999 indbyggere;25 år;Kvinder;2023;6
Dragør;1.000-1.999 indbyggere;30 år;Mænd;2023;8
Dragør;1.000-1.999 indbyggere;30 år;Kvinder;2023;6
Dragør;1.000-1.999 indbyggere;35 år;Mænd;2023;8
Dragør;1.000-1.999 indbyggere;35 år;Kvinder;2023;12
Dragør;1.000-1.999 indbyggere;40 år;Mænd;2023;13
Dragør;1.000-1.999 indbyggere;40 år;Kvinder;2023;16
Dragør;1.000-1.999 indbyggere;45 år;Mænd;2023;14
Dragør;1.000-1.999 indbyggere;45 år;Kvinder;2023;20
Dragør;1.000-1.999 indbyggere;50 år;Mænd;2023;13
Dragør;1.000-1.999 indbyggere;50 år;Kvinder;2023;13
Dragør;1.000-1.999 indbyggere;55 år;Mænd;2023;15
Dragør;1.000-1.999 indbyggere;55 år;Kvinder;2023;16
Dragør;1.000-1.999 indbyggere;60 år;Mænd;2023;8
Dragør;1.000-1.999 indbyggere;60 år;Kvinder;2023;8
Dragør;500-999 indbyggere;20 år;Mænd;2023;0
Dragør;500-999 indbyggere;20 år;Kvinder;2023;0
Dragør;500-999 indbyggere;25 år;Mænd;2023;0
Dragør;500-999 indbyggere;25 år;Kvinder;2023;0
Dragør;500-999 indbyggere;30 år;Mænd;2023;0
Dragør;500-999 indbyggere;30 år;Kvinder;2023;0
Dragør;500-999 indbyggere;35 år;Mænd;2023;0
Dragør;500-999 indbyggere;35 år;Kvinder;2023;0
Dragør;500-999 indbyggere;40 år;Mænd;2023;0
Dragør;500-999 indbyggere;40 år;Kvinder;2023;0
Dragør;500-999 indbyggere;45 år;Mænd;2023;0
Dragør;500-999 indbyggere;45 år;Kvinder;2023;0
Dragør;500-999 indbyggere;50 år;Mænd;2023;0
Dragør;500-999 indbyggere;50 år;Kvinder;2023;0
Dragør;500-999 indbyggere;55 år;Mænd;2023;0
Dragør;500-999 indbyggere;55 år;Kvinder;2023;0
Dragør;500-999 indbyggere;60 år;Mænd;2023;0
Dragør;500-999 indbyggere;60 år;Kvinder;2023;0
Dragør;250-499 indbyggere;20 år;Mænd;2023;0
Dragør;250-499 indbyggere;20 år;Kvinder;2023;0
Dragør;250-499 indbyggere;25 år;Mænd;2023;0
Dragør;250-499 indbyggere;25 år;Kvinder;2023;0
Dragør;250-499 indbyggere;30 år;Mænd;2023;0
Dragør;250-499 indbyggere;30 år;Kvinder;2023;0
Dragør;250-499 indbyggere;35 år;Mænd;2023;0
Dragør;250-499 indbyggere;35 år;Kvinder;2023;0
Dragør;250-499 indbyggere;40 år;Mænd;2023;0
Dragør;250-499 indbyggere;40 år;Kvinder;2023;0
Dragør;250-499 indbyggere;45 år;Mænd;2023;0
Dragør;250-499 indbyggere;45 år;Kvinder;2023;0
Dragør;250-499 indbyggere;50 år;Mænd;2023;0
Dragør;250-499 indbyggere;50 år;Kvinder;2023;0
Dragør;250-499 indbyggere;55 år;Mænd;2023;0
Dragør;250-499 indbyggere;55 år;Kvinder;2023;0
Dragør;250-499 indbyggere;60 år;Mænd;2023;0
Dragør;250-499 indbyggere;60 år;Kvinder;2023;0
Dragør;200-249 indbyggere;20 år;Mænd;2023;0
Dragør;200-249 indbyggere;20 år;Kvinder;2023;0
Dragør;200-249 indbyggere;25 år;Mænd;2023;0
Dragør;200-249 indbyggere;25 år;Kvinder;2023;0
Dragør;200-249 indbyggere;30 år;Mænd;2023;0
Dragør;200-249 indbyggere;30 år;Kvinder;2023;0
Dragør;200-249 indbyggere;35 år;Mænd;2023;0
Dragør;200-249 indbyggere;35 år;Kvinder;2023;0
Dragør;200-249 indbyggere;40 år;Mænd;2023;0
Dragør;200-249 indbyggere;40 år;Kvinder;2023;0
Dragør;200-249 indbyggere;45 år;Mænd;2023;0
Dragør;200-249 indbyggere;45 år;Kvinder;2023;0
Dragør;200-249 indbyggere;50 år;Mænd;2023;0
Dragør;200-249 indbyggere;50 år;Kvinder;2023;0
Dragør;200-249 indbyggere;55 år;Mænd;2023;0
Dragør;200-249 indbyggere;55 år;Kvinder;2023;0
Dragør;200-249 indbyggere;60 år;Mænd;2023;0
Dragør;200-249 indbyggere;60 år;Kvinder;2023;0
Dragør;Landdistrikter;20 år;Mænd;2023;0
Dragør;Landdistrikter;20 år;Kvinder;2023;2
Dragør;Landdistrikter;25 år;Mænd;2023;1
Dragør;Landdistrikter;25 år;Kvinder;2023;6
Dragør;Landdistrikter;30 år;Mænd;2023;2
Dragør;Landdistrikter;30 år;Kvinder;2023;0
Dragør;Landdistrikter;35 år;Mænd;2023;0
Dragør;Landdistrikter;35 år;Kvinder;2023;4
Dragør;Landdistrikter;40 år;Mænd;2023;1
Dragør;Landdistrikter;40 år;Kvinder;2023;3
Dragør;Landdistrikter;45 år;Mænd;2023;4
Dragør;Landdistrikter;45 år;Kvinder;2023;2
Dragør;Landdistrikter;50 år;Mænd;2023;6
Dragør;Landdistrikter;50 år;Kvinder;2023;7
Dragør;Landdistrikter;55 år;Mænd;2023;14
Dragør;Landdistrikter;55 år;Kvinder;2023;5
Dragør;Landdistrikter;60 år;Mænd;2023;7
Dragør;Landdistrikter;60 år;Kvinder;2023;2
Dragør;Uden fast bopæl;20 år;Mænd;2023;0
Dragør;Uden fast bopæl;20 år;Kvinder;2023;1
Dragør;Uden fast bopæl;25 år;Mænd;2023;1
Dragør;Uden fast bopæl;25 år;Kvinder;2023;0
Dragør;Uden fast bopæl;30 år;Mænd;2023;0
Dragør;Uden fast bopæl;30 år;Kvinder;2023;0
Dragør;Uden fast bopæl;35 år;Mænd;2023;0
Dragør;Uden fast bopæl;35 år;Kvinder;2023;0
Dragør;Uden fast bopæl;40 år;Mænd;2023;0
Dragør;Uden fast bopæl;40 år;Kvinder;2023;0
Dragør;Uden fast bopæl;45 år;Mænd;2023;0
Dragør;Uden fast bopæl;45 år;Kvinder;2023;1
Dragør;Uden fast bopæl;50 år;Mænd;2023;0
Dragør;Uden fast bopæl;50 år;Kvinder;2023;0
Dragør;Uden fast bopæl;55 år;Mænd;2023;0
Dragør;Uden fast bopæl;55 år;Kvinder;2023;0
Dragør;Uden fast bopæl;60 år;Mænd;2023;0
Dragør;Uden fast bopæl;60 år;Kvinder;2023;0
Tårnby;Hovedstadsområdet;20 år;Mænd;2023;219
Tårnby;Hovedstadsområdet;20 år;Kvinder;2023;221
Tårnby;Hovedstadsområdet;25 år;Mænd;2023;171
Tårnby;Hovedstadsområdet;25 år;Kvinder;2023;129
Tårnby;Hovedstadsområdet;30 år;Mænd;2023;214
Tårnby;Hovedstadsområdet;30 år;Kvinder;2023;210
Tårnby;Hovedstadsområdet;35 år;Mænd;2023;271
Tårnby;Hovedstadsområdet;35 år;Kvinder;2023;284
Tårnby;Hovedstadsområdet;40 år;Mænd;2023;264
Tårnby;Hovedstadsområdet;40 år;Kvinder;2023;289
Tårnby;Hovedstadsområdet;45 år;Mænd;2023;318
Tårnby;Hovedstadsområdet;45 år;Kvinder;2023;308
Tårnby;Hovedstadsområdet;50 år;Mænd;2023;309
Tårnby;Hovedstadsområdet;50 år;Kvinder;2023;309
Tårnby;Hovedstadsområdet;55 år;Mænd;2023;276
Tårnby;Hovedstadsområdet;55 år;Kvinder;2023;313
Tårnby;Hovedstadsområdet;60 år;Mænd;2023;279
Tårnby;Hovedstadsområdet;60 år;Kvinder;2023;266
Tårnby;100.000 indbyggere og derover;20 år;Mænd;2023;0
Tårnby;100.000 indbyggere og derover;20 år;Kvinder;2023;0
Tårnby;100.000 indbyggere og derover;25 år;Mænd;2023;0
Tårnby;100.000 indbyggere og derover;25 år;Kvinder;2023;0
Tårnby;100.000 indbyggere og derover;30 år;Mænd;2023;0
Tårnby;100.000 indbyggere og derover;30 år;Kvinder;2023;0
Tårnby;100.000 indbyggere og derover;35 år;Mænd;2023;0
Tårnby;100.000 indbyggere og derover;35 år;Kvinder;2023;0
Tårnby;100.000 indbyggere og derover;40 år;Mænd;2023;0
Tårnby;100.000 indbyggere og derover;40 år;Kvinder;2023;0
Tårnby;100.000 indbyggere og derover;45 år;Mænd;2023;0
Tårnby;100.000 indbyggere og derover;45 år;Kvinder;2023;0
Tårnby;100.000 indbyggere og derover;50 år;Mænd;2023;0
Tårnby;100.000 indbyggere og derover;50 år;Kvinder;2023;0
Tårnby;100.000 indbyggere og derover;55 år;Mænd;2023;0
Tårnby;100.000 indbyggere og derover;55 år;Kvinder;2023;0
Tårnby;100.000 indbyggere og derover;60 år;Mænd;2023;0
Tårnby;100.000 indbyggere og derover;60 år;Kvinder;2023;0
Tårnby;50.000-99.999 indbyggere;20 år;Mænd;2023;0
Tårnby;50.000-99.999 indbyggere;20 år;Kvinder;2023;0
Tårnby;50.000-99.999 indbyggere;25 år;Mænd;2023;0
Tårnby;50.000-99.999 indbyggere;25 år;Kvinder;2023;0
Tårnby;50.000-99.999 indbyggere;30 år;Mænd;2023;0
Tårnby;50.000-99.999 indbyggere;30 år;Kvinder;2023;0
Tårnby;50.000-99.999 indbyggere;35 år;Mænd;2023;0
Tårnby;50.000-99.999 indbyggere;35 år;Kvinder;2023;0
Tårnby;50.000-99.999 indbyggere;40 år;Mænd;2023;0
Tårnby;50.000-99.999 indbyggere;40 år;Kvinder;2023;0
Tårnby;50.000-99.999 indbyggere;45 år;Mænd;2023;0
Tårnby;50.000-99.999 indbyggere;45 år;Kvinder;2023;0
Tårnby;50.000-99.999 indbyggere;50 år;Mænd;2023;0
Tårnby;50.000-99.999 indbyggere;50 år;Kvinder;2023;0
Tårnby;50.000-99.999 indbyggere;55 år;Mænd;2023;0
Tårnby;50.000-99.999 indbyggere;55 år;Kvinder;2023;0
Tårnby;50.000-99.999 indbyggere;60 år;Mænd;2023;0
Tårnby;50.000-99.999 indbyggere;60 år;Kvinder;2023;0
Tårnby;20.000-49.999 indbyggere;20 år;Mænd;2023;0
Tårnby;20.000-49.999 indbyggere;20 år;Kvinder;2023;0
Tårnby;20.000-49.999 indbyggere;25 år;Mænd;2023;0
Tårnby;20.000-49.999 indbyggere;25 år;Kvinder;2023;0
Tårnby;20.000-49.999 indbyggere;30 år;Mænd;2023;0
Tårnby;20.000-49.999 indbyggere;30 år;Kvinder;2023;0
Tårnby;20.000-49.999 indbyggere;35 år;Mænd;2023;0
Tårnby;20.000-49.999 indbyggere;35 år;Kvinder;2023;0
Tårnby;20.000-49.999 indbyggere;40 år;Mænd;2023;0
Tårnby;20.000-49.999 indbyggere;40 år;Kvinder;2023;0
Tårnby;20.000-49.999 indbyggere;45 år;Mænd;2023;0
Tårnby;20.000-49.999 indbyggere;45 år;Kvinder;2023;0
Tårnby;20.000-49.999 indbyggere;50 år;Mænd;2023;0
Tårnby;20.000-49.999 indbyggere;50 år;Kvinder;2023;0
Tårnby;20.000-49.999 indbyggere;55 år;Mænd;2023;0
Tårnby;20.000-49.999 indbyggere;55 år;Kvinder;2023;0
Tårnby;20.000-49.999 indbyggere;60 år;Mænd;2023;0
Tårnby;20.000-49.999 indbyggere;60 år;Kvinder;2023;0
Tårnby;10.000-19.999 indbyggere;20 år;Mænd;2023;0
Tårnby;10.000-19.999 indbyggere;20 år;Kvinder;2023;0
Tårnby;10.000-19.999 indbyggere;25 år;Mænd;2023;0
Tårnby;10.000-19.999 indbyggere;25 år;Kvinder;2023;0
Tårnby;10.000-19.999 indbyggere;30 år;Mænd;2023;0
Tårnby;10.000-19.999 indbyggere;30 år;Kvinder;2023;0
Tårnby;10.000-19.999 indbyggere;35 år;Mænd;2023;0
Tårnby;10.000-19.999 indbyggere;35 år;Kvinder;2023;0
Tårnby;10.000-19.999 indbyggere;40 år;Mænd;2023;0
Tårnby;10.000-19.999 indbyggere;40 år;Kvinder;2023;0
Tårnby;10.000-19.999 indbyggere;45 år;Mænd;2023;0
Tårnby;10.000-19.999 indbyggere;45 år;Kvinder;2023;0
Tårnby;10.000-19.999 indbyggere;50 år;Mænd;2023;0
Tårnby;10.000-19.999 indbyggere;50 år;Kvinder;2023;0
Tårnby;10.000-19.999 indbyggere;55 år;Mænd;2023;0
Tårnby;10.000-19.999 indbyggere;55 år;Kvinder;2023;0
Tårnby;10.000-19.999 indbyggere;60 år;Mænd;2023;0
Tårnby;10.000-19.999 indbyggere;60 år;Kvinder;2023;0
Tårnby;5.000-9.999 indbyggere;20 år;Mænd;2023;0
Tårnby;5.000-9.999 indbyggere;20 år;Kvinder;2023;0
Tårnby;5.000-9.999 indbyggere;25 år;Mænd;2023;0
Tårnby;5.000-9.999 indbyggere;25 år;Kvinder;2023;0
Tårnby;5.000-9.999 indbyggere;30 år;Mænd;2023;0
Tårnby;5.000-9.999 indbyggere;30 år;Kvinder;2023;0
Tårnby;5.000-9.999 indbyggere;35 år;Mænd;2023;0
Tårnby;5.000-9.999 indbyggere;35 år;Kvinder;2023;0
Tårnby;5.000-9.999 indbyggere;40 år;Mænd;2023;0
Tårnby;5.000-9.999 indbyggere;40 år;Kvinder;2023;0
Tårnby;5.000-9.999 indbyggere;45 år;Mænd;2023;0
Tårnby;5.000-9.999 indbyggere;45 år;Kvinder;2023;0
Tårnby;5.000-9.999 indbyggere;50 år;Mænd;2023;0
Tårnby;5.000-9.999 indbyggere;50 år;Kvinder;2023;0
Tårnby;5.000-9.999 indbyggere;55 år;Mænd;2023;0
Tårnby;5.000-9.999 indbyggere;55 år;Kvinder;2023;0
Tårnby;5.000-9.999 indbyggere;60 år;Mænd;2023;0
Tårnby;5.000-9.999 indbyggere;60 år;Kvinder;2023;0
Tårnby;2.000-4.999 indbyggere;20 år;Mænd;2023;0
Tårnby;2.000-4.999 indbyggere;20 år;Kvinder;2023;0
Tårnby;2.000-4.999 indbyggere;25 år;Mænd;2023;0
Tårnby;2.000-4.999 indbyggere;25 år;Kvinder;2023;0
Tårnby;2.000-4.999 indbyggere;30 år;Mænd;2023;0
Tårnby;2.000-4.999 indbyggere;30 år;Kvinder;2023;0
Tårnby;2.000-4.999 indbyggere;35 år;Mænd;2023;0
Tårnby;2.000-4.999 indbyggere;35 år;Kvinder;2023;0
Tårnby;2.000-4.999 indbyggere;40 år;Mænd;2023;0
Tårnby;2.000-4.999 indbyggere;40 år;Kvinder;2023;0
